_row_id,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,_query_id,relevance_score,relevance_hits,llm_vote,llm_score,llm_votes,llm_rationales
61,http://www.handyshippingguide.com/shipping-news/Merchant%20Shipping%20to%20be%20Included%20in%20European%20Emissions%20Trading%20Scheme_7772,,Merchant Shipping to be Included in European Emissions Trading Scheme,2017-02-24,,handyshippingguide.com,English,United Kingdom,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term."", ""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term."", ""Adding merchant shipping to the EU ETS expands the scope of carbon pricing, likely increasing demand and pushing prices higher in the short term.""]"
67,http://www.irishsun.com/index.php/sid/252010553,,Europe tough line on shipping emissions,2017-02-26,http://www.irishsun.comhttp://cdn.bignewsnetwork.com/cli1488072245.jpg,irishsun.com,English,United States,1,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter EU shipping emission rules increase demand for carbon credits, boosting short-term EU ETS prices.""]"
73,http://carbon-pulse.com/31193/,,EU Market : Reform deal news helps EUAs recover ground lost after abysmal auction « Carbon Pulse,2017-02-28,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery."", ""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery."", ""The reform deal signals renewed market confidence and likely boosts demand for EUAs, supporting short-term price recovery.""]"
79,http://atwonline.com/delete/us-house-votes-keep-airlines-out-eu-ets,,US House votes to keep airlines out of EU ETS,2017-03-03,http://atwonline.com/site-files/atwonline.com/files/uploads/2011/10/dneuropeanflag281.jpg,atwonline.com,English,United States,1,8,eu_ets_strong;eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity."", ""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity."", ""This could boost EU ETS prices as airlines, a major emitter, are excluded, tightening supply and increasing scarcity.""]"
85,http://dailycaller.com/2017/03/05/poland-officially-challenging-eus-global-warming-scheme/,http://amp.dailycaller.com/2017/03/05/poland-officially-challenging-eus-global-warming-scheme/,Poland Officially Challenging EU Global Warming Scheme,2017-03-06,http://cdn01.dailycaller.com/wp-content/uploads/2017/02/rsz_shutterstock_536615242-e1486483105160.jpg,dailycaller.com,English,United States,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""Poland\u2019s legal challenge may delay or disrupt EU ETS compliance, potentially creating short-term price volatility or support as markets anticipate regulatory uncertainty."", ""Poland\u2019s legal challenge may delay or disrupt EU ETS compliance, potentially creating short-term price volatility or support as markets anticipate regulatory uncertainty."", ""Poland\u2019s legal challenge may delay or disrupt EU ETS compliance, potentially creating short-term price volatility or support as markets anticipate regulatory uncertainty.""]"
91,http://www.4-traders.com/news/EEX-Auction-News-EU-Auction--24011419/,http://www.4-traders.com/amp/news/EEX-Auction-News-EU-Auction--24011419/,EEX Auction News : EU Auction,2017-03-09,,4-traders.com,English,United States,1,9,eu_ets_strong;eu_context;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
97,http://in-cyprus.com/price-of-cyprus-electricity-set-to-rise-by-15-in-2020/,,Price of Cyprus electricity set to rise by 15 % in 2020 – in,2017-03-13,http://in-cyprus.com/wp-content/uploads/2017/03/energy-1.jpg,in-cyprus.com,English,Cyprus,1,2,carbon_terms=1;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing."", ""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing."", ""Cyprus\u2019s electricity price increase may reflect local market dynamics, not necessarily a direct signal for EU ETS pricing.""]"
103,http://www.bbc.co.uk/news/science-environment-39290593,http://www.bbc.co.uk/news/amp/39290593,Germany to push for carbon price at G20,2017-03-16,http://ichef.bbci.co.uk/news/1024/cpsprodpb/5881/production/_95175622_t1520446-photovoltaic_panels_at_solar_power_station-spl.jpg,bbc.co.uk,English,United Kingdom,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices."", ""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices."", ""Germany\u2019s push for a higher carbon price at G20 signals stronger policy momentum that could boost EU ETS prices.""]"
109,http://carbon-pulse.com/32213/,,EU Market : EUAs dip to 1,2017-03-21,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS."", ""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS."", ""A dip in EUA prices to 1 indicates declining market demand or reduced carbon pricing, signaling short-term weakness in the EU ETS.""]"
115,http://www.4-traders.com/news/EEX-Auction-News-German-Auction--24098316/,http://www.4-traders.com/amp/news/EEX-Auction-News-German-Auction--24098316/,EEX Auction News : German Auction,2017-03-24,,4-traders.com,English,United States,1,7,eu_ets_strong;carbon_terms=1,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices."", ""The headline lacks specific details about auction outcomes, volumes, or market sentiment to assess short-term impact on EU ETS prices.""]"
121,http://carbon-pulse.com/32444/,,EU Market : EUAs drop to 2017 low on mix of bearish factors « Carbon Pulse,2017-03-28,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""EU ETS carbon prices are under pressure as market participants react to a combination of weak demand and policy uncertainty."", ""EU ETS carbon prices are under pressure as market participants react to a combination of weak demand and policy uncertainty."", ""EU ETS carbon prices are under pressure as market participants react to a combination of weak demand and policy uncertainty.""]"
127,http://thehayride.com/2017/03/cassidy-to-reduce-carbon-emissions-we-need-more-manufacturing/,,"CASSIDY : To Reduce Carbon Emissions , We Need More Manufacturing",2017-03-30,,thehayride.com,English,United States,1,3,carbon_terms=3,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s focus on manufacturing and emissions reduction doesn\u2019t specify policy direction or market impact, making short-term ETS price effects uncertain."", ""The headline\u2019s focus on manufacturing and emissions reduction doesn\u2019t specify policy direction or market impact, making short-term ETS price effects uncertain."", ""The headline\u2019s focus on manufacturing and emissions reduction doesn\u2019t specify policy direction or market impact, making short-term ETS price effects uncertain.""]"
133,https://gefira.org/en/2017/03/31/operation-husky-again/,,"Africa ’ s gate to Europe : Operation Husky , again",2017-04-02,https://gefira.org/wp-content/uploads/2017/03/sack_rome1.png,gefira.org,English,,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline refers to a historical military operation and lacks direct relevance to current EU ETS carbon pricing dynamics."", ""The headline refers to a historical military operation and lacks direct relevance to current EU ETS carbon pricing dynamics."", ""The headline refers to a historical military operation and lacks direct relevance to current EU ETS carbon pricing dynamics.""]"
139,http://carbon-pulse.com/32773/,,EU Market : EUAs follow coal lower as ETS reform talks begin slowly « Carbon Pulse,2017-04-04,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=2;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Lower coal prices suggest reduced carbon intensity, potentially boosting ETS demand as reform talks signal future tightening."", ""Lower coal prices suggest reduced carbon intensity, potentially boosting ETS demand as reform talks signal future tightening."", ""Lower coal prices suggest reduced carbon intensity, potentially boosting ETS demand as reform talks signal future tightening.""]"
145,https://news.mongabay.com/2017/04/successful-colombian-rainforest-project-exposes-problems-with-carbon-emissions-trading/,https://news.mongabay.com/2017/04/successful-colombian-rainforest-project-exposes-problems-with-carbon-emissions-trading/amp/,Successful Colombian rainforest project exposes problems with carbon emissions trading,2017-04-06,https://news.mongabay.com/wp-content/uploads/sites/20/2017/04/colombia_1861.jpg,news.mongabay.com,English,United States,1,4,carbon_terms=4,NO,-1,"[""NO"", ""NO"", ""NO""]","[""This exposes systemic flaws in carbon markets, potentially reducing investor confidence and lowering carbon prices."", ""This exposes systemic flaws in carbon markets, potentially reducing investor confidence and lowering carbon prices."", ""This exposes systemic flaws in carbon markets, potentially reducing investor confidence and lowering carbon prices.""]"
151,http://ens-newswire.com/2017/04/07/eu-parliament-votes-to-tighten-car-emissions-oversight/,, – EU Parliament Votes to Tighten Car Emissions Oversight,2017-04-08,,ens-newswire.com,English,United States,2,4,eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""Stricter emissions oversight increases demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter emissions oversight increases demand for carbon credits, boosting short-term EU ETS prices."", ""Stricter emissions oversight increases demand for carbon credits, boosting short-term EU ETS prices.""]"
157,http://carbon-pulse.com/33051/,,EU Market : EUAs shed 2 % on weaker energy after late slump « Carbon Pulse,2017-04-10,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,NO,-1,"[""NO"", ""NO"", ""NO""]","[""A 2% drop in EUA prices reflects weakening energy markets, signaling reduced demand or uncertainty that could pressure carbon prices short-term."", ""A 2% drop in EUA prices reflects weakening energy markets, signaling reduced demand or uncertainty that could pressure carbon prices short-term."", ""A 2% drop in EUA prices reflects weakening energy markets, signaling reduced demand or uncertainty that could pressure carbon prices short-term.""]"
163,http://www.4-traders.com/news/Analysts-up-EU-carbon-price-forecasts-on-market-reform-hopes--24201135/,http://www.4-traders.com/amp/news/Analysts-up-EU-carbon-price-forecasts-on-market-reform-hopes--24201135/,Analysts up EU carbon price forecasts on market reform hopes,2017-04-12,,4-traders.com,English,United States,1,5,eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Analysts raising forecasts due to anticipated market reform signals increased demand and potential price appreciation."", ""Analysts raising forecasts due to anticipated market reform signals increased demand and potential price appreciation."", ""Analysts raising forecasts due to anticipated market reform signals increased demand and potential price appreciation.""]"
169,http://www.theolivepress.es/spain-news/2017/04/14/spain-criticised-european-climate-foundation-reliance-carbon-energy-power/,,Spain criticised by European Climate Foundation for reliance on carbon energy power,2017-04-14,http://www.theolivepress.es/wp-content/uploads/2017/04/step-up.jpg,theolivepress.es,English,Spain,2,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""Spain\u2019s reliance on carbon energy may signal a short-term price support as EU ETS markets react to policy scrutiny and potential regulatory tightening."", ""Spain\u2019s reliance on carbon energy may signal a short-term price support as EU ETS markets react to policy scrutiny and potential regulatory tightening."", ""Spain\u2019s reliance on carbon energy may signal a short-term price support as EU ETS markets react to policy scrutiny and potential regulatory tightening.""]"
175,http://novaramedia.com/2017/04/16/mapping-dystopia-the-hidden-shame-of-fortress-europe/,,Mapping Dystopia : the Hidden Shame of Fortress Europe,2017-04-16,http://novaramedia.com/wp-content/uploads/2017/04/4052539961_58acd1e3b4_b-1200x630.jpg,novaramedia.com,English,,2,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s tone suggests political or social critique, but lacks specific economic indicators to gauge immediate impact on EU ETS pricing."", ""The headline\u2019s tone suggests political or social critique, but lacks specific economic indicators to gauge immediate impact on EU ETS pricing."", ""The headline\u2019s tone suggests political or social critique, but lacks specific economic indicators to gauge immediate impact on EU ETS pricing.""]"
181,http://www.justmeans.com/blogs/heineken-is-busy-reducing-carbon-emissions,,Heineken Is Busy Reducing Carbon Emissions,2017-04-18,,justmeans.com,English,United States,2,3,carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Reducing emissions by a major player like Heineken can signal stronger compliance and potentially boost carbon price expectations."", ""Reducing emissions by a major player like Heineken can signal stronger compliance and potentially boost carbon price expectations."", ""Reducing emissions by a major player like Heineken can signal stronger compliance and potentially boost carbon price expectations.""]"
187,http://www.independent.ie/business/world/era-of-100-a-barrel-and-big-oil-gone-for-good-warns-eu-and-uk-energy-adviser-35636098.html,http://m.independent.ie/business/world/era-of-100-a-barrel-and-big-oil-gone-for-good-warns-eu-and-uk-energy-adviser-35636098.html,Era of $100 a barrel and Big Oil gone for good warns EU and united kingdom energy adviser,2017-04-20,http://www.independent.ie/business/world/article35636097.ece/ALTERNATES/h342/2017-04-20_bus_30439858_I1.JPG,independent.ie,English,Ireland,2,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""This signals a shift away from fossil fuel dominance, potentially increasing carbon price pressure as emissions targets tighten."", ""This signals a shift away from fossil fuel dominance, potentially increasing carbon price pressure as emissions targets tighten."", ""This signals a shift away from fossil fuel dominance, potentially increasing carbon price pressure as emissions targets tighten.""]"
193,http://www.pgfreepress.com/pacific-bioenergy-reducing-emissions/,,Prince George Free Press » Pacific BioEnergy reducing emissions,2017-04-22,,pgfreepress.com,English,,2,2,carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline\u2019s impact on EU ETS carbon prices is uncertain without knowing the scale, location, or regulatory context of the emissions reduction."", ""The headline\u2019s impact on EU ETS carbon prices is uncertain without knowing the scale, location, or regulatory context of the emissions reduction."", ""The headline\u2019s impact on EU ETS carbon prices is uncertain without knowing the scale, location, or regulatory context of the emissions reduction.""]"
199,http://open4business.com.ua/european-system-monitoring-greenhouse-gases-emission-introduced-ukraine-minister/,,EUROPEAN SYSTEM FOR MONITORING GREENHOUSE GASES EMISSION TO BE INTRODUCED IN UKRAINE,2017-04-25,http://open4business.com.ua/wp-content/uploads/2017/04/CO22.jpg,open4business.com.ua,English,,2,4,eu_context;carbon_terms=1;energy_driver,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""This headline pertains to Ukraine\u2019s greenhouse gas monitoring system, which has no direct impact on the EU ETS carbon price in the short term."", ""This headline pertains to Ukraine\u2019s greenhouse gas monitoring system, which has no direct impact on the EU ETS carbon price in the short term."", ""This headline pertains to Ukraine\u2019s greenhouse gas monitoring system, which has no direct impact on the EU ETS carbon price in the short term.""]"
205,http://www.4-traders.com/REPSOL-SA-75044/news/Repsol-Enagas-Supply-LNG-for-the-First-Time-in-Europe-24276865/,http://www.4-traders.com/amp/REPSOL-SA-75044/news/Repsol-Enagas-Supply-LNG-for-the-First-Time-in-Europe-24276865/,"Repsol : & Enagas Supply LNG , for the First Time in Europe",2017-04-27,,4-traders.com,English,United States,2,3,eu_context;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""LNG supply via Repsol and Enagas introduces new flexibility and potential price volatility in the EU ETS market."", ""LNG supply via Repsol and Enagas introduces new flexibility and potential price volatility in the EU ETS market."", ""LNG supply via Repsol and Enagas introduces new flexibility and potential price volatility in the EU ETS market.""]"
211,http://uspolitics.einnews.com/pr_news/378376989/global-activated-carbon-market-2017-share-trend-segmentation-and-forecast-to-2022,,"Global Activated carbon Market 2017 Share , Trend , Segmentation and Forecast to 2022",2017-04-29,,uspolitics.einnews.com,English,United States,2,2,carbon_terms=2,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""This headline focuses on global activated carbon market trends, which are unrelated to EU ETS carbon pricing dynamics."", ""This headline focuses on global activated carbon market trends, which are unrelated to EU ETS carbon pricing dynamics."", ""This headline focuses on global activated carbon market trends, which are unrelated to EU ETS carbon pricing dynamics.""]"
217,http://carbon-pulse.com/33868/,,EU emitters convert a further 11 . 6 million offsets to allowances « Carbon Pulse,2017-05-02,,carbon-pulse.com,English,France,1,5,eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""This increases supply of allowances, potentially pressuring prices downward in the short term."", ""This increases supply of allowances, potentially pressuring prices downward in the short term."", ""This increases supply of allowances, potentially pressuring prices downward in the short term.""]"
223,https://www.out-law.com/en/articles/2017/may/brexit-uk-oil-and-gas-needs-frictionless-access-to-eu-markets-says-industry/,,"BREXIT : united kingdom oil and gas needs  frictionles access to EU markets , says industry",2017-05-05,,out-law.com,English,United Kingdom,1,4,eu_context;carbon_terms=1;energy_driver,YES,1,"[""YES"", ""YES"", ""YES""]","[""The UK\u2019s push for frictionless access to EU markets may increase demand for EU ETS allowances as UK oil and gas firms ramp up operations within the bloc."", ""The UK\u2019s push for frictionless access to EU markets may increase demand for EU ETS allowances as UK oil and gas firms ramp up operations within the bloc."", ""The UK\u2019s push for frictionless access to EU markets may increase demand for EU ETS allowances as UK oil and gas firms ramp up operations within the bloc.""]"
229,http://carbon-pulse.com/34208/,,EU Market : EUAs add 2 . 3 % after another late,2017-05-09,,carbon-pulse.com,English,France,1,9,eu_ets_strong;eu_context;carbon_terms=1,YES,1,"[""YES"", ""YES"", ""YES""]","[""EUAs gaining 2.3% indicates rising market confidence and potential upward pressure on carbon prices."", ""EUAs gaining 2.3% indicates rising market confidence and potential upward pressure on carbon prices."", ""EUAs gaining 2.3% indicates rising market confidence and potential upward pressure on carbon prices.""]"
235,http://carbon-pulse.com/35234/,,EU Market : Solid auction interest helps EUAs claw back above €5 « Carbon Pulse,2017-06-01,,carbon-pulse.com,English,France,1,11,eu_ets_strong;eu_context;carbon_terms=3,YES,1,"[""YES"", ""YES"", ""YES""]","[""Strong auction demand indicates market confidence and upward pressure on EUA prices."", ""Strong auction demand indicates market confidence and upward pressure on EUA prices."", ""Strong auction demand indicates market confidence and upward pressure on EUA prices.""]"
241,http://news.trust.org/item/20170525141144-a0wjr,https://mercury.postlight.com/amp?url=http://news.trust.org/item/20170525141144-a0wjr,China may limit coverage of carbon market ahead of launch,2017-06-04,,news.trust.org,English,United States,1,2,carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""China\u2019s potential narrowing of its carbon market coverage could reduce global carbon price pressure, benefiting EU ETS prices in the short term."", ""China\u2019s potential narrowing of its carbon market coverage could reduce global carbon price pressure, benefiting EU ETS prices in the short term."", ""China\u2019s potential narrowing of its carbon market coverage could reduce global carbon price pressure, benefiting EU ETS prices in the short term.""]"
247,http://www.seatrade-maritime.com/news/europe/call-for-eu-china-axis-to-drive-imo-climate-deal.html,,Call for EU,2017-06-07,http://www.seatrade-maritime.com/media/k2/items/cache/8336bba013f17c17295ae378fba1c334_XL.jpg,seatrade-maritime.com,English,China,1,2,eu_context,YES,1,"[""YES"", ""YES"", ""YES""]","[""A call for EU action signals potential policy support that could boost carbon price confidence."", ""A call for EU action signals potential policy support that could boost carbon price confidence."", ""A call for EU action signals potential policy support that could boost carbon price confidence.""]"
253,http://carbon-pulse.com/35723/,,EU Market : EUAs run out of steam to end below €5 « Carbon Pulse,2017-06-12,,carbon-pulse.com,English,France,1,10,eu_ets_strong;eu_context;carbon_terms=2,YES,1,"[""YES"", ""YES"", ""YES""]","[""The headline signals a potential price floor or stabilization as EUAs lose momentum, suggesting market participants may be pricing in lower expectations for future emissions."", ""The headline signals a potential price floor or stabilization as EUAs lose momentum, suggesting market participants may be pricing in lower expectations for future emissions."", ""The headline signals a potential price floor or stabilization as EUAs lose momentum, suggesting market participants may be pricing in lower expectations for future emissions.""]"
259,https://euobserver.com/uk-referendum/138220,,Voting record belies DUP radical EU image,2017-06-14,https://s3.eu-central-1.amazonaws.com/euobs-media/41382eb773357f665a4b0a2248a8ff21-480x.jpg,euobserver.com,English,Germany,1,2,eu_context,UNKNOWN,0,"[""UNKNOWN"", ""UNKNOWN"", ""UNKNOWN""]","[""The headline refers to political dynamics unrelated to carbon pricing mechanisms or market fundamentals in the EU ETS."", ""The headline refers to political dynamics unrelated to carbon pricing mechanisms or market fundamentals in the EU ETS."", ""The headline refers to political dynamics unrelated to carbon pricing mechanisms or market fundamentals in the EU ETS.""]"
